,date,ticker,mfp,sector,industry,scalemarketcap,qMO,qValue,qQuality,qLV,qSentiment,qGrowth,Weight
17506,4/30/2016,CELG,qQuality,Healthcare,Drug Manufacturers - General,Large,0.47,0.05,0.75,0.22,0.16,0.38,0.02
17507,4/30/2016,CMG,qQuality,Consumer Cyclical,Restaurants,Large,0.09,0.13,0.89,0.33,0,0.19,0.02
17508,4/30/2016,FFIV,qQuality,Technology,Software - Infrastructure,Large,0.41,0.5,1,0.34,0.09,0.92,0.02
17509,4/30/2016,FLT,qQuality,Technology,Information Technology Services,Large,0.62,0.07,0.96,0.28,0.1,0.83,0.02
17510,4/30/2016,FLT,qGrowth,Technology,Information Technology Services,Large,0.62,0.07,0.96,0.28,0.1,0.83,0.02
17511,4/30/2016,GSK,qQuality,Healthcare,Drug Manufacturers - General,Large,0.51,0.09,0.87,0.94,0.53,0.15,0.02
17512,4/30/2016,GSK,qLV,Healthcare,Drug Manufacturers - General,Large,0.51,0.09,0.87,0.94,0.53,0.15,0.02
17513,4/30/2016,INFY,qQuality,Technology,Information Technology Services,Large,0.86,0.31,0.99,0.66,0.96,0.73,0.02
17514,4/30/2016,INTC,qQuality,Technology,Semiconductors,Large,0.45,0.58,0.97,0.68,0.88,0.32,0.02
17515,4/30/2016,INTU,qQuality,Technology,Software - Application,Large,0.48,0.1,1,0.43,0.58,0.25,0.02
17516,4/30/2016,LLTC,qQuality,Technology,Semiconductors,Large,0.58,0.15,0.99,0.44,0.72,0.51,0.02
17517,4/30/2016,MSFT,qQuality,Technology,Software - Infrastructure,Large,0.66,0.22,0.98,0.57,0.26,0.19,0.02
17518,4/30/2016,MXIM,qQuality,Technology,Semiconductors,Large,0.94,0.16,0.97,0.3,0.85,0.45,0.02
17519,4/30/2016,NTES,qQuality,Technology,Internet Content & Information,Large,0.2,0.56,0.97,0.38,0.72,0.98,0.02
17520,4/30/2016,NTES,qGrowth,Technology,Internet Content & Information,Large,0.2,0.56,0.97,0.38,0.72,0.98,0.02
17521,4/30/2016,PAYX,qQuality,Industrials,Staffing & Employment Services,Large,0.4,0.51,0.99,0.79,0.86,0.81,0.02
17522,4/30/2016,QCOM,qQuality,Technology,Semiconductors,Large,0.11,0.46,0.85,0.33,0.66,0.34,0.02
17523,4/30/2016,QIHU,qQuality,Technology,Software - Application,Large,0.71,0.08,0.89,0.52,0.99,1,0.02
17524,4/30/2016,QIHU,qSentiment,Technology,Software - Application,Large,0.71,0.08,0.89,0.52,0.99,1,0.02
17525,4/30/2016,QIHU,qGrowth,Technology,Software - Application,Large,0.71,0.08,0.89,0.52,0.99,1,0.02
17526,4/30/2016,RHT,qQuality,Technology,Software - Application,Large,0.59,0.11,0.98,0.41,0.63,0.89,0.02
17527,4/30/2016,SHPG,qQuality,Healthcare,Biotechnology,Large,0.16,0.3,0.96,0.44,0.11,0.18,0.02
17528,4/30/2016,SNI,qQuality,Consumer Cyclical,Entertainment,Large,0.43,0.71,0.8,0.45,0.48,0.88,0.02
17529,4/30/2016,SNN,qQuality,Healthcare,Medical Devices,Large,0.35,0.45,0.91,0.85,0.85,0.59,0.02
17530,4/30/2016,TPR,qQuality,Consumer Cyclical,Luxury Goods,Large,0.93,0.48,0.81,0.19,0.68,0.12,0.02
17531,4/30/2016,TRIP,qQuality,Industrials,Travel Services,Large,0.01,0.07,0.93,0.05,0.42,0.6,0.02
17532,4/30/2016,TSM,qQuality,Technology,Semiconductors,Large,0.62,0.64,1,0.77,0.82,0.88,0.02
17533,4/30/2016,VMW,qQuality,Technology,Software - Infrastructure,Large,0.18,0.39,0.93,0.48,0.11,0.62,0.02
17534,4/30/2016,VZ,qQuality,Communication Services,Telecom Services,Large,0.31,0.82,0.91,0.99,0.52,0.81,0.02
17535,4/30/2016,VZ,qLV,Communication Services,Telecom Services,Large,0.31,0.82,0.91,0.99,0.52,0.81,0.02
17536,4/30/2016,EBAY,qQuality,Technology,Internet Retail,Large,0.12,0.5,0.99,0.14,0.87,0.06,0.02
17537,4/30/2016,GILD,qQuality,Healthcare,Drug Manufacturers - General,Large,0.3,0.84,0.99,0.45,0.11,0.98,0.02
17538,4/30/2016,GILD,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.3,0.84,0.99,0.45,0.11,0.98,0.02
17539,4/30/2016,REGN,qQuality,Healthcare,Biotechnology,Large,0.12,0.09,0.99,0.15,0.01,0.99,0.02
17540,4/30/2016,REGN,qGrowth,Healthcare,Biotechnology,Large,0.12,0.09,0.99,0.15,0.01,0.99,0.02
17541,4/30/2016,JKHY,qQuality,Technology,Information Technology Services,Large,,0.14,0.99,,0.35,,0.02
17542,4/30/2016,CHKP,qQuality,Technology,Software - Infrastructure,Large,0.24,0.14,0.98,0.73,0.27,0.84,0.02
17543,4/30/2016,CPRI,qQuality,Consumer Cyclical,Apparel Manufacturing,Large,0.16,0.86,0.98,0.16,0.31,0.92,0.02
17544,4/30/2016,CPRI,qGrowth,Consumer Cyclical,Apparel Manufacturing,Large,0.16,0.86,0.98,0.16,0.31,0.92,0.02
17545,4/30/2016,SBUX,qQuality,Consumer Cyclical,Restaurants,Large,0.67,0.19,0.98,0.67,0.35,0.74,0.02
17546,4/30/2016,TXN,qQuality,Technology,Semiconductors,Large,0.9,0.28,0.98,0.53,0.73,0.65,0.02
17547,4/30/2016,ALK,qQuality,Industrials,Airlines,Large,0.55,0.9,0.98,0.17,0.09,0.96,0.02
17548,4/30/2016,ALK,qGrowth,Industrials,Airlines,Large,0.55,0.9,0.98,0.17,0.09,0.96,0.02
17549,4/30/2016,DEO,qQuality,Consumer Defensive,Beverages - Wineries & Distilleries,Large,0.21,0.34,0.97,0.98,0.44,0.63,0.02
17550,4/30/2016,DEO,qLV,Consumer Defensive,Beverages - Wineries & Distilleries,Large,0.21,0.34,0.97,0.98,0.44,0.63,0.02
17551,5/31/2016,AAPL,qQuality,Technology,Consumer Electronics,Large,0.15,0.49,0.96,0.47,0.67,0.62,0.02
17552,5/31/2016,ABBV,qQuality,Healthcare,Drug Manufacturers - General,Large,0.49,0.59,0.95,0.47,0.4,0.98,0.02
17553,5/31/2016,ABBV,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.49,0.59,0.95,0.47,0.4,0.98,0.02
17554,5/31/2016,ABEV,qQuality,Consumer Defensive,Beverages - Brewers,Large,0.35,0.9,0.97,0.53,0.99,0.58,0.02
17555,5/31/2016,ABEV,qSentiment,Consumer Defensive,Beverages - Brewers,Large,0.35,0.9,0.97,0.53,0.99,0.58,0.02
17556,5/31/2016,AKAM,qQuality,Technology,Software - Infrastructure,Large,0.03,0.36,0.96,0.06,0.34,0.75,0.02
17557,5/31/2016,ARMH,qQuality,Technology,Semiconductors,Large,0.19,0.01,0.92,0.54,0.45,0.9,0.02
17558,5/31/2016,BIDU,qQuality,Technology,Internet Content & Information,Large,0.34,0.45,0.78,0.33,0.03,0.95,0.02
17559,5/31/2016,BIDU,qGrowth,Technology,Internet Content & Information,Large,0.34,0.45,0.78,0.33,0.03,0.95,0.02
17560,5/31/2016,BIIB,qQuality,Healthcare,Drug Manufacturers - General,Large,0.43,0.52,0.96,0.21,0.01,0.88,0.02
17561,5/31/2016,BIIB,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.43,0.52,0.96,0.21,0.01,0.88,0.02
17562,5/31/2016,CELG,qQuality,Healthcare,Drug Manufacturers - General,Large,0.35,0.06,0.75,0.23,0.19,0.43,0.02
17563,5/31/2016,CMG,qQuality,Consumer Cyclical,Restaurants,Large,0.21,0.12,0.89,0.32,0.01,0.19,0.02
17564,5/31/2016,FFIV,qQuality,Technology,Software - Infrastructure,Large,0.36,0.47,1,0.35,0.11,0.78,0.02
17565,5/31/2016,FLT,qQuality,Technology,Information Technology Services,Large,0.42,0.08,0.96,0.29,0.1,0.83,0.02
17566,5/31/2016,FLT,qGrowth,Technology,Information Technology Services,Large,0.42,0.08,0.96,0.29,0.1,0.83,0.02
17567,5/31/2016,GSK,qQuality,Healthcare,Drug Manufacturers - General,Large,0.58,0.09,0.88,0.95,0.8,0.18,0.02
17568,5/31/2016,GSK,qLV,Healthcare,Drug Manufacturers - General,Large,0.58,0.09,0.88,0.95,0.8,0.18,0.02
17569,5/31/2016,INFY,qQuality,Technology,Information Technology Services,Large,0.54,0.27,0.98,0.68,0.98,0.56,0.02
17570,5/31/2016,INFY,qSentiment,Technology,Information Technology Services,Large,0.54,0.27,0.98,0.68,0.98,0.56,0.02
17571,5/31/2016,INTC,qQuality,Technology,Semiconductors,Large,0.37,0.56,0.95,0.68,0.74,0.33,0.02
17572,5/31/2016,INTU,qQuality,Technology,Software - Application,Large,0.79,0.16,0.99,0.43,0.16,0.79,0.02
17573,5/31/2016,LLTC,qQuality,Technology,Semiconductors,Large,0.64,0.15,0.99,0.46,0.43,0.4,0.02
17574,5/31/2016,MSFT,qQuality,Technology,Software - Infrastructure,Large,0.55,0.2,0.98,0.58,0.59,0.19,0.02
17575,5/31/2016,MXIM,qQuality,Technology,Semiconductors,Large,0.82,0.18,0.97,0.36,0.66,0.41,0.02
17576,5/31/2016,PAYX,qQuality,Industrials,Staffing & Employment Services,Large,0.65,0.5,1,0.78,0.58,0.79,0.02
17577,5/31/2016,QCOM,qQuality,Technology,Semiconductors,Large,0.55,0.45,0.86,0.33,0.24,0.33,0.02
17578,5/31/2016,QIHU,qQuality,Technology,Software - Application,Large,0.87,0.08,0.89,0.45,0.14,1,0.02
17579,5/31/2016,QIHU,qGrowth,Technology,Software - Application,Large,0.87,0.08,0.89,0.45,0.14,1,0.02
17580,5/31/2016,RHT,qQuality,Technology,Software - Application,Large,0.48,0.1,0.99,0.42,0.21,0.88,0.02
17581,5/31/2016,SHPG,qQuality,Healthcare,Biotechnology,Large,0.61,0.28,0.9,0.47,0.03,0.19,0.02
17582,5/31/2016,SNI,qQuality,Consumer Cyclical,Entertainment,Large,0.31,0.78,0.78,0.43,0.3,0.94,0.02
17583,5/31/2016,SNN,qQuality,Healthcare,Medical Devices,Large,0.65,0.46,0.91,0.86,0.84,0.57,0.02
17584,5/31/2016,TPR,qQuality,Consumer Cyclical,Luxury Goods,Large,0.68,0.51,0.8,0.18,0.45,0.18,0.02
17585,5/31/2016,TRIP,qQuality,Industrials,Travel Services,Large,0.42,0.06,0.92,0.07,0.29,0.53,0.02
17586,5/31/2016,TSM,qQuality,Technology,Semiconductors,Large,0.71,0.65,1,0.81,0.74,0.5,0.02
17587,5/31/2016,VMW,qQuality,Technology,Software - Infrastructure,Large,0.3,0.33,0.93,0.48,0.23,0.59,0.02
17588,5/31/2016,VZ,qQuality,Communication Services,Telecom Services,Large,0.49,0.81,0.91,0.98,0.71,0.79,0.02
17589,5/31/2016,VZ,qLV,Communication Services,Telecom Services,Large,0.49,0.81,0.91,0.98,0.71,0.79,0.02
17590,5/31/2016,GPN,qQuality,Industrials,Specialty Business Services,Large,0.94,0.62,1,0.08,0.31,0.92,0.02
17591,5/31/2016,EBAY,qQuality,Technology,Internet Retail,Large,0.06,0.5,0.99,0.34,0.92,0.06,0.02
17592,5/31/2016,REGN,qQuality,Healthcare,Biotechnology,Large,0.47,0.12,0.99,0.15,0.01,0.99,0.02
17593,5/31/2016,REGN,qGrowth,Healthcare,Biotechnology,Large,0.47,0.12,0.99,0.15,0.01,0.99,0.02
17594,5/31/2016,ALK,qQuality,Industrials,Airlines,Large,0.11,0.92,0.99,0.17,0.28,0.92,0.02
17595,5/31/2016,JKHY,qQuality,Technology,Information Technology Services,Large,,0.18,0.99,,0.65,,0.02
17596,5/31/2016,CHKP,qQuality,Technology,Software - Infrastructure,Large,0.7,0.15,0.98,0.75,0.36,0.82,0.02
17597,5/31/2016,CPRI,qQuality,Consumer Cyclical,Apparel Manufacturing,Large,0.2,0.9,0.98,0.12,0.05,0.88,0.02
17598,5/31/2016,CPRI,qGrowth,Consumer Cyclical,Apparel Manufacturing,Large,0.2,0.9,0.98,0.12,0.05,0.88,0.02
17599,5/31/2016,GILD,qQuality,Healthcare,Drug Manufacturers - General,Large,0.09,0.84,0.98,0.45,0.23,0.92,0.02
17600,5/31/2016,TXN,qQuality,Technology,Semiconductors,Large,0.86,0.24,0.98,0.54,0.35,0.5,0.02
17601,5/31/2016,MDVN,qQuality,Healthcare,Biotechnology,Large,0.88,0.14,0.98,0.05,0.43,0.84,0.02
17602,5/31/2016,JAZZ,qQuality,Healthcare,Biotechnology,Large,0.53,0.46,0.97,0.06,0.14,0.93,0.02
17603,5/31/2016,RELX,qQuality,Consumer Cyclical,Publishing,Large,0.91,0.19,0.97,0.97,0.95,0.12,0.02
17604,5/31/2016,RELX,qSentiment,Consumer Cyclical,Publishing,Large,0.91,0.19,0.97,0.97,0.95,0.12,0.02
17605,5/31/2016,RELX,qLV,Consumer Cyclical,Publishing,Large,0.91,0.19,0.97,0.97,0.95,0.12,0.02
17606,6/30/2016,AAPL,qQuality,Technology,Consumer Electronics,Large,0.04,0.5,0.95,0.58,0.89,0.63,0.02
17607,6/30/2016,AAPL,qSentiment,Technology,Consumer Electronics,Large,0.04,0.5,0.95,0.58,0.89,0.63,0.02
17608,6/30/2016,ABBV,qQuality,Healthcare,Drug Manufacturers - General,Large,0.33,0.6,0.94,0.5,0.38,0.98,0.02
17609,6/30/2016,ABBV,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.33,0.6,0.94,0.5,0.38,0.98,0.02
17610,6/30/2016,ABEV,qQuality,Consumer Defensive,Beverages - Brewers,Large,0.54,0.89,0.97,0.56,0.99,0.59,0.02
17611,6/30/2016,ABEV,qSentiment,Consumer Defensive,Beverages - Brewers,Large,0.54,0.89,0.97,0.56,0.99,0.59,0.02
17612,6/30/2016,AKAM,qQuality,Technology,Software - Infrastructure,Large,0.4,0.35,0.96,0.05,0.48,0.75,0.02
17613,6/30/2016,ARMH,qQuality,Technology,Semiconductors,Large,0.73,0,0.92,0.5,0.45,0.9,0.02
17614,6/30/2016,BCR,qQuality,Healthcare,Medical Devices,Large,0.89,0.15,0.94,0.83,0.09,0.44,0.02
17615,6/30/2016,BIDU,qQuality,Technology,Internet Content & Information,Large,0.07,0.42,0.77,0.37,0.05,0.95,0.02
17616,6/30/2016,BIDU,qGrowth,Technology,Internet Content & Information,Large,0.07,0.42,0.77,0.37,0.05,0.95,0.02
17617,6/30/2016,BIIB,qQuality,Healthcare,Drug Manufacturers - General,Large,0.04,0.6,0.96,0.2,0.01,0.87,0.02
17618,6/30/2016,BIIB,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.04,0.6,0.96,0.2,0.01,0.87,0.02
17619,6/30/2016,CELG,qQuality,Healthcare,Drug Manufacturers - General,Large,0.17,0.06,0.75,0.27,0.07,0.44,0.02
17620,6/30/2016,CMG,qQuality,Consumer Cyclical,Restaurants,Large,0.02,0.15,0.88,0.3,0.01,0.19,0.02
17621,6/30/2016,CTXS,qQuality,Technology,Software - Application,Large,0.78,0.38,0.97,0.13,0.14,0.94,0.02
17622,6/30/2016,FFIV,qQuality,Technology,Software - Infrastructure,Large,0.66,0.47,1,0.25,0.06,0.77,0.02
17623,6/30/2016,FLT,qQuality,Technology,Information Technology Services,Large,0.28,0.08,0.96,0.31,0.05,0.83,0.02
17624,6/30/2016,FLT,qGrowth,Technology,Information Technology Services,Large,0.28,0.08,0.96,0.31,0.05,0.83,0.02
17625,6/30/2016,GSK,qQuality,Healthcare,Drug Manufacturers - General,Large,0.64,0.09,0.87,0.93,0.5,0.17,0.02
17626,6/30/2016,GSK,qLV,Healthcare,Drug Manufacturers - General,Large,0.64,0.09,0.87,0.93,0.5,0.17,0.02
17627,6/30/2016,INFY,qQuality,Technology,Information Technology Services,Large,0.54,0.31,0.97,0.67,0.95,0.56,0.02
17628,6/30/2016,INTC,qQuality,Technology,Semiconductors,Large,0.77,0.56,0.95,0.71,0.9,0.33,0.02
17629,6/30/2016,INTU,qQuality,Technology,Software - Application,Large,0.81,0.14,0.99,0.61,0.38,0.79,0.02
17630,6/30/2016,ISRG,qQuality,Healthcare,Medical Instruments & Supplies,Large,0.91,0.08,0.9,0.76,0.71,0.92,0.02
17631,6/30/2016,LLTC,qQuality,Technology,Semiconductors,Large,0.79,0.15,0.99,0.5,0.63,0.4,0.02
17632,6/30/2016,META,qQuality,Technology,Internet Content & Information,Large,0.7,0.01,0.99,0.39,0.18,0.99,0.02
17633,6/30/2016,META,qGrowth,Technology,Internet Content & Information,Large,0.7,0.01,0.99,0.39,0.18,0.99,0.02
17634,6/30/2016,MSFT,qQuality,Technology,Software - Infrastructure,Large,0.72,0.21,0.98,0.63,0.6,0.18,0.02
17635,6/30/2016,MXIM,qQuality,Technology,Semiconductors,Large,0.75,0.18,0.96,0.34,0.52,0.41,0.02
17636,6/30/2016,NTES,qQuality,Technology,Internet Content & Information,Large,0.83,0.52,0.97,0.42,0.45,0.98,0.02
17637,6/30/2016,NTES,qGrowth,Technology,Internet Content & Information,Large,0.83,0.52,0.97,0.42,0.45,0.98,0.02
17638,6/30/2016,QCOM,qQuality,Technology,Semiconductors,Large,0.43,0.45,0.86,0.36,0.59,0.34,0.02
17639,6/30/2016,QIHU,qQuality,Technology,Software - Application,Large,0.64,0.08,0.88,0.51,0.81,1,0.02
17640,6/30/2016,QIHU,qGrowth,Technology,Software - Application,Large,0.64,0.08,0.88,0.51,0.81,1,0.02
17641,6/30/2016,RHT,qQuality,Technology,Software - Application,Large,0.54,0.1,0.98,0.43,0.16,0.88,0.02
17642,6/30/2016,SHPG,qQuality,Healthcare,Biotechnology,Large,0.03,0.27,0.9,0.43,0.02,0.19,0.02
17643,6/30/2016,SNI,qQuality,Consumer Cyclical,Entertainment,Large,0.29,0.79,0.78,0.42,0.31,0.88,0.02
17644,6/30/2016,SNN,qQuality,Healthcare,Medical Devices,Large,0.66,0.48,0.91,0.79,0.62,0.57,0.02
17645,6/30/2016,TPR,qQuality,Consumer Cyclical,Luxury Goods,Large,0.8,0.49,0.79,0.2,0.64,0.18,0.02
17646,6/30/2016,TRIP,qQuality,Industrials,Travel Services,Large,0.12,0.07,0.92,0.07,0.15,0.54,0.02
17647,6/30/2016,VMW,qQuality,Technology,Software - Infrastructure,Large,0.14,0.37,0.92,0.47,0.18,0.59,0.02
17648,6/30/2016,VZ,qQuality,Communication Services,Telecom Services,Large,0.9,0.8,0.9,0.99,0.43,0.78,0.02
17649,6/30/2016,VZ,qLV,Communication Services,Telecom Services,Large,0.9,0.8,0.9,0.99,0.43,0.78,0.02
17650,6/30/2016,YNDX,qQuality,Technology,Internet Content & Information,Large,0.02,0.65,0.99,0.02,0.63,0.41,0.02
17651,6/30/2016,GPN,qQuality,Industrials,Specialty Business Services,Large,0.69,0.66,1,0.09,0.16,0.91,0.02
17652,6/30/2016,EBAY,qQuality,Technology,Internet Retail,Large,0.16,0.55,0.99,0.34,0.87,0.06,0.02
17653,6/30/2016,REGN,qQuality,Healthcare,Biotechnology,Large,0.03,0.13,0.99,0.15,0,1,0.02
17654,6/30/2016,REGN,qGrowth,Healthcare,Biotechnology,Large,0.03,0.13,0.99,0.15,0,1,0.02
17655,6/30/2016,JKHY,qQuality,Technology,Information Technology Services,Large,,0.16,0.99,,0.55,,0.02
17656,6/30/2016,CHKP,qQuality,Technology,Software - Infrastructure,Large,0.38,0.17,0.98,0.73,0.15,0.82,0.02
17657,6/30/2016,CPRI,qQuality,Consumer Cyclical,Apparel Manufacturing,Large,0.67,0.88,0.98,0.1,0.49,0.9,0.02
17658,6/30/2016,CPRI,qGrowth,Consumer Cyclical,Apparel Manufacturing,Large,0.67,0.88,0.98,0.1,0.49,0.9,0.02
17659,6/30/2016,GILD,qQuality,Healthcare,Drug Manufacturers - General,Large,0.04,0.85,0.98,0.51,0.21,0.91,0.02
17660,6/30/2016,ALK,qQuality,Industrials,Airlines,Large,0.02,0.94,0.98,0.19,0.08,0.92,0.02
17661,6/30/2016,RELX,qQuality,Consumer Cyclical,Publishing,Large,0.9,0.19,0.97,0.94,0.88,0.12,0.02
17662,6/30/2016,RELX,qSentiment,Consumer Cyclical,Publishing,Large,0.9,0.19,0.97,0.94,0.88,0.12,0.02
17663,6/30/2016,RELX,qLV,Consumer Cyclical,Publishing,Large,0.9,0.19,0.97,0.94,0.88,0.12,0.02
17664,6/30/2016,SBUX,qQuality,Consumer Cyclical,Restaurants,Large,0.41,0.21,0.97,0.74,0.78,0.72,0.02
17665,7/31/2016,AAPL,qQuality,Technology,Consumer Electronics,Large,0.21,0.45,0.94,0.56,0.73,0.32,0.02
17666,7/31/2016,ABBV,qQuality,Healthcare,Drug Manufacturers - General,Large,0.49,0.58,0.95,0.53,0.57,0.99,0.02
17667,7/31/2016,ABBV,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.49,0.58,0.95,0.53,0.57,0.99,0.02
17668,7/31/2016,ABEV,qQuality,Consumer Defensive,Beverages - Brewers,Large,0.75,0.9,0.97,0.58,1,0.6,0.02
17669,7/31/2016,ABEV,qSentiment,Consumer Defensive,Beverages - Brewers,Large,0.75,0.9,0.97,0.58,1,0.6,0.02
17670,7/31/2016,AKAM,qQuality,Technology,Software - Infrastructure,Large,0.25,0.42,0.96,0.04,0.2,0.77,0.02
17671,7/31/2016,BIDU,qQuality,Technology,Internet Content & Information,Large,0.31,0.47,0.77,0.38,0.23,0.93,0.02
17672,7/31/2016,BIIB,qQuality,Healthcare,Drug Manufacturers - General,Large,0.58,0.55,0.95,0.24,0,0.84,0.02
17673,7/31/2016,BIIB,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.58,0.55,0.95,0.24,0,0.84,0.02
17674,7/31/2016,CELG,qQuality,Healthcare,Drug Manufacturers - General,Large,0.45,0.09,0.87,0.31,0.1,0.75,0.02
17675,7/31/2016,CL,qQuality,Consumer Defensive,Household & Personal Products,Large,0.62,0.07,0.75,0.97,0.79,0.17,0.02
17676,7/31/2016,CL,qLV,Consumer Defensive,Household & Personal Products,Large,0.62,0.07,0.75,0.97,0.79,0.17,0.02
17677,7/31/2016,CMG,qQuality,Consumer Cyclical,Restaurants,Large,0.1,0.11,0.88,0.29,0,0.11,0.02
17678,7/31/2016,CTXS,qQuality,Technology,Software - Application,Large,0.83,0.38,0.97,0.14,0.13,0.94,0.02
17679,7/31/2016,CTXS,qGrowth,Technology,Software - Application,Large,0.83,0.38,0.97,0.14,0.13,0.94,0.02
17680,7/31/2016,FFIV,qQuality,Technology,Software - Infrastructure,Large,0.52,0.4,1,0.26,0.07,0.81,0.02
17681,7/31/2016,FLT,qQuality,Technology,Information Technology Services,Large,0.22,0.08,0.96,0.32,0.06,0.83,0.02
17682,7/31/2016,FLT,qGrowth,Technology,Information Technology Services,Large,0.22,0.08,0.96,0.32,0.06,0.83,0.02
17683,7/31/2016,GSK,qQuality,Healthcare,Drug Manufacturers - General,Large,0.54,0.08,0.91,0.94,0.71,0.15,0.02
17684,7/31/2016,GSK,qLV,Healthcare,Drug Manufacturers - General,Large,0.54,0.08,0.91,0.94,0.71,0.15,0.02
17685,7/31/2016,INFY,qQuality,Technology,Information Technology Services,Large,0.19,0.38,0.98,0.67,0.92,0.56,0.02
17686,7/31/2016,INTC,qQuality,Technology,Semiconductors,Large,0.79,0.55,0.95,0.7,0.61,0.42,0.02
17687,7/31/2016,INTU,qQuality,Technology,Software - Application,Large,0.88,0.17,1,0.6,0.35,0.79,0.02
17688,7/31/2016,ISRG,qQuality,Healthcare,Medical Instruments & Supplies,Large,0.9,0.09,0.91,0.77,0.48,0.91,0.02
17689,7/31/2016,MSFT,qQuality,Technology,Software - Infrastructure,Large,0.84,0.3,0.99,0.6,0.25,0.66,0.02
17690,7/31/2016,MXIM,qQuality,Technology,Semiconductors,Large,0.85,0.15,0.97,0.32,0.31,0.43,0.02
17691,7/31/2016,NTES,qQuality,Technology,Internet Content & Information,Large,0.83,0.55,0.98,0.43,0.42,0.98,0.02
17692,7/31/2016,NTES,qGrowth,Technology,Internet Content & Information,Large,0.83,0.55,0.98,0.43,0.42,0.98,0.02
17693,7/31/2016,QCOM,qQuality,Technology,Semiconductors,Large,0.65,0.38,0.81,0.35,0.09,0.48,0.02
17694,7/31/2016,QIHU,qQuality,Technology,Software - Application,Large,0.69,0.09,0.89,0.52,0.54,0.94,0.02
17695,7/31/2016,RHT,qQuality,Technology,Software - Application,Large,0.27,0.17,0.98,0.41,0.56,0.87,0.02
17696,7/31/2016,SHPG,qQuality,Healthcare,Biotechnology,Large,0.16,0.27,0.9,0.44,0.12,0.19,0.02
17697,7/31/2016,SNI,qQuality,Consumer Cyclical,Entertainment,Large,0.62,0.79,0.79,0.45,0.31,0.89,0.02
17698,7/31/2016,SNN,qQuality,Healthcare,Medical Devices,Large,0.39,0.48,0.9,0.78,0.82,0.55,0.02
17699,7/31/2016,TRIP,qQuality,Industrials,Travel Services,Large,0.38,0.07,0.93,0.08,0.25,0.35,0.02
17700,7/31/2016,VMW,qQuality,Technology,Software - Infrastructure,Large,0.45,0.24,0.92,0.48,0.03,0.59,0.02
17701,7/31/2016,VZ,qQuality,Communication Services,Telecom Services,Large,0.9,0.74,0.89,0.99,0.88,0.59,0.02
17702,7/31/2016,VZ,qLV,Communication Services,Telecom Services,Large,0.9,0.74,0.89,0.99,0.88,0.59,0.02
17703,7/31/2016,YNDX,qQuality,Technology,Internet Content & Information,Large,0.02,0.64,1,0.03,0.81,0.53,0.02
17704,7/31/2016,CHKP,qQuality,Technology,Software - Infrastructure,Large,0.44,0.21,0.99,0.68,0.32,0.8,0.02
17705,7/31/2016,REGN,qQuality,Healthcare,Biotechnology,Large,0.13,0.12,0.99,0.17,0,1,0.02
17706,7/31/2016,REGN,qGrowth,Healthcare,Biotechnology,Large,0.13,0.12,0.99,0.17,0,1,0.02
17707,7/31/2016,ALK,qQuality,Industrials,Airlines,Large,0.07,0.91,0.99,0.26,0.12,0.92,0.02
17708,7/31/2016,JKHY,qQuality,Technology,Information Technology Services,Large,,0.17,0.99,,0.26,,0.02
17709,7/31/2016,GILD,qQuality,Healthcare,Drug Manufacturers - General,Large,0.28,0.86,0.98,0.5,0.22,0.91,0.02
17710,7/31/2016,SBUX,qQuality,Consumer Cyclical,Restaurants,Large,0.41,0.31,0.98,0.73,0.78,0.8,0.02
17711,7/31/2016,MDVN,qQuality,Healthcare,Biotechnology,Large,0.33,0.13,0.98,0.07,0.65,0.74,0.02
17712,7/31/2016,DEO,qQuality,Consumer Defensive,Beverages - Wineries & Distilleries,Large,0.57,0.23,0.97,0.97,0.49,0.63,0.02
17713,7/31/2016,DEO,qLV,Consumer Defensive,Beverages - Wineries & Distilleries,Large,0.57,0.23,0.97,0.97,0.49,0.63,0.02
17714,7/31/2016,EBAY,qQuality,Technology,Internet Retail,Large,0.9,0.39,0.97,0.32,0.15,0.07,0.02
17715,8/31/2016,AAPL,qQuality,Technology,Consumer Electronics,Large,0.45,0.47,0.94,0.62,0.87,0.34,0.02
17716,8/31/2016,AAPL,qSentiment,Technology,Consumer Electronics,Large,0.45,0.47,0.94,0.62,0.87,0.34,0.02
17717,8/31/2016,ABBV,qQuality,Healthcare,Drug Manufacturers - General,Large,0.55,0.58,0.9,0.65,0.39,0.99,0.02
17718,8/31/2016,ABBV,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.55,0.58,0.9,0.65,0.39,0.99,0.02
17719,8/31/2016,AKAM,qQuality,Technology,Software - Infrastructure,Large,0.08,0.43,0.96,0.04,0.18,0.68,0.02
17720,8/31/2016,BIDU,qQuality,Technology,Internet Content & Information,Large,0.45,0.48,0.78,0.42,0.05,0.92,0.02
17721,8/31/2016,BIIB,qQuality,Healthcare,Drug Manufacturers - General,Large,0.48,0.53,0.95,0.26,0.05,0.82,0.02
